,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Name
747,38,0,2,1035,0,3,4,Life Sciences,1,1036,2,1,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,Sherri Padilla
748,26,1,0,265,0,29,2,Medical,1,1037,2,1,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,Mr. Jeffrey Martin Jr.
749,52,1,2,266,0,2,1,Marketing,1,1038,1,0,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,Andrea Morris
750,44,0,2,1448,0,28,3,Medical,1,1039,4,0,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,Angela Lewis
751,50,0,0,145,0,1,3,Life Sciences,1,1040,4,0,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,Stephanie Webb
752,36,1,2,885,1,16,4,Life Sciences,1,1042,3,0,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,Michael Berry
753,39,0,1,945,1,22,3,Medical,1,1043,4,0,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,Brittany Craig
754,33,0,0,1038,0,8,1,Life Sciences,1,1044,2,0,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,Leslie Medina
755,45,0,2,1234,0,11,2,Life Sciences,1,1045,4,0,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Mr. James Moses
756,32,0,0,1109,1,29,4,Medical,1,1046,4,0,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,Keith Chandler
757,34,0,2,216,0,1,4,Marketing,1,1047,2,1,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Amy Phillips
758,59,0,2,1089,0,1,2,Technical Degree,1,1048,2,1,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Michael Salazar
759,45,0,2,788,2,24,4,Medical,1,1049,2,1,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Morgan Brennan
760,53,0,1,124,0,2,3,Marketing,1,1050,3,0,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Jordan Smith
761,36,1,2,660,1,15,3,Other,1,1052,1,1,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Amber Medina
762,26,1,1,342,1,2,3,Life Sciences,1,1053,1,1,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Christopher Tapia
763,34,0,2,1333,0,10,4,Life Sciences,1,1055,3,0,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Isaac Banks
764,28,0,2,1144,0,10,1,Medical,1,1056,4,1,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,Stanley Hamilton
765,38,0,1,1186,1,3,4,Other,1,1060,3,1,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,Elizabeth Green
766,50,0,2,1464,1,2,4,Medical,1,1061,2,1,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,Jacob Clarke
767,37,0,2,124,1,3,3,Other,1,1062,4,0,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Richard Lee
768,40,0,2,300,0,26,3,Marketing,1,1066,3,1,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,Marilyn Obrien
769,26,0,1,921,1,1,1,Medical,1,1068,1,0,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,Katherine Brewer
770,46,0,2,430,1,1,4,Medical,1,1069,4,1,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,Charles Cunningham
771,54,0,2,1082,0,2,4,Life Sciences,1,1070,3,0,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,Dr. Nicole Calderon DVM
772,56,0,1,1240,1,9,3,Medical,1,1071,1,0,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,Thomas Kennedy
773,36,0,2,796,1,12,5,Medical,1,1073,4,0,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,Melissa Conner
774,55,0,0,444,1,2,1,Medical,1,1074,3,1,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,Meredith Ortega
775,43,0,2,415,0,25,3,Medical,1,1076,3,1,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,Stephen Green
776,20,1,1,769,0,9,3,Marketing,1,1077,4,0,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,Michael Boyd
777,21,1,2,1334,1,10,3,Life Sciences,1,1079,3,0,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,Kelsey Bradley
778,46,0,2,1003,1,8,4,Life Sciences,1,1080,4,0,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,Melissa Wilson
779,51,1,2,1323,1,4,4,Life Sciences,1,1081,1,1,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,Steven White
780,28,1,0,1366,1,24,2,Technical Degree,1,1082,2,1,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,Mario Salinas
781,26,0,2,192,1,1,2,Medical,1,1083,1,1,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,Nancy Butler
782,30,0,2,1176,1,20,3,Other,1,1084,3,1,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,Melissa Mcgee
783,41,0,2,509,1,7,2,Technical Degree,1,1085,2,0,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,Stephanie Jones
784,38,0,2,330,1,17,1,Life Sciences,1,1088,3,0,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Hayley Wilson
785,40,0,2,1492,1,20,4,Technical Degree,1,1092,1,1,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,Kathleen Martinez
786,27,0,0,1277,1,8,5,Life Sciences,1,1094,1,1,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,Tyler Munoz
787,55,0,1,1091,1,2,1,Life Sciences,1,1096,4,1,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,Robert Bryant
788,28,0,2,857,1,10,3,Other,1,1097,3,0,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,Mrs. Julie Harrell
789,44,1,2,1376,2,1,2,Medical,1,1098,2,1,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Stephanie Lewis
790,33,0,2,654,1,5,3,Life Sciences,1,1099,4,1,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,Justin Garrett
791,35,1,2,1204,0,4,3,Technical Degree,1,1100,4,1,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,Mr. Timothy Coleman MD
792,33,1,1,827,1,29,4,Medical,1,1101,1,0,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,David Pena
793,28,0,2,895,1,15,2,Life Sciences,1,1102,1,1,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,Shawn Rojas
794,34,0,1,618,1,3,1,Life Sciences,1,1103,1,1,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,Cindy Buchanan
795,37,0,2,309,0,10,4,Life Sciences,1,1105,4,0,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,Samuel Young
796,25,1,2,1219,1,4,1,Technical Degree,1,1106,4,1,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,Patricia Evans
797,26,1,2,1330,1,21,3,Medical,1,1107,1,1,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,Charles Hughes
798,33,1,2,1017,1,25,3,Medical,1,1108,1,1,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,Leah Rodriguez
799,42,0,2,469,1,2,2,Medical,1,1109,4,1,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,Dakota Williams
800,28,1,1,1009,1,1,3,Medical,1,1111,1,1,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Elaine Dixon MD
801,50,1,1,959,0,1,4,Other,1,1113,4,1,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Tasha Paul
802,33,0,1,970,0,7,3,Life Sciences,1,1114,4,0,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,Kevin Clark
803,34,0,0,697,1,3,4,Life Sciences,1,1115,3,1,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,Phillip Davis
804,48,0,0,1262,1,1,4,Medical,1,1116,1,1,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,Janice Campbell
805,45,0,0,1050,0,9,4,Life Sciences,1,1117,2,0,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,Richard Rowe
806,52,0,2,994,1,7,4,Life Sciences,1,1118,2,1,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,Amy Mills
807,38,0,2,770,0,10,4,Marketing,1,1119,3,1,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,Joshua Wilkins
808,29,0,2,1107,1,28,4,Life Sciences,1,1120,3,0,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,Tricia Rasmussen
809,28,0,2,950,1,3,3,Medical,1,1121,4,0,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,Joseph Fitzgerald
810,46,0,2,406,0,3,1,Marketing,1,1124,1,1,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,Tina Costa
811,38,0,2,130,0,2,2,Marketing,1,1125,4,1,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,Brooke Morris
812,43,0,1,1082,1,27,3,Life Sciences,1,1126,3,0,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,Lisa Long
813,39,1,1,203,1,2,3,Life Sciences,1,1127,1,1,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Christopher Powell
814,40,0,2,1308,1,14,3,Medical,1,1128,3,1,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,Mark Lester
815,21,0,2,984,1,1,1,Technical Degree,1,1131,4,0,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,Jason Parks MD
816,39,0,0,439,1,9,3,Life Sciences,1,1132,3,1,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Nathan Hill
817,36,0,0,217,1,18,4,Life Sciences,1,1133,1,1,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,Kyle Mitchell
818,31,0,1,793,0,20,3,Life Sciences,1,1135,3,1,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,Francisco Bush
819,28,0,2,1451,1,2,1,Life Sciences,1,1136,1,1,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,Juan Hernandez
820,35,0,1,1182,0,11,2,Marketing,1,1137,4,1,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,Robert Mack
821,49,0,2,174,0,8,4,Technical Degree,1,1138,4,1,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,Paul Alvarez
822,34,0,1,1003,1,2,2,Life Sciences,1,1140,4,1,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,Sarah Barnett
823,29,0,1,490,1,10,3,Life Sciences,1,1143,4,0,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,Cheyenne Williamson
824,42,0,2,188,1,29,3,Medical,1,1148,2,1,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,Taylor Lee
825,29,0,2,718,1,8,1,Medical,1,1150,2,1,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,Dawn Wilson
826,38,0,2,433,2,1,3,Human Resources,1,1152,3,1,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,Mrs. Kristen Forbes DDS
827,28,0,1,773,1,6,3,Life Sciences,1,1154,3,1,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,Patrick Hayes
828,18,1,0,247,1,8,1,Medical,1,1156,3,1,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Stephanie Sanchez
829,33,1,2,603,0,9,4,Marketing,1,1157,1,0,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Debra Schmitt
830,41,0,2,167,1,12,4,Life Sciences,1,1158,2,1,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,Charlotte Miller
831,31,1,1,874,1,15,3,Medical,1,1160,3,1,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,David Roberson
832,37,0,2,367,1,25,2,Medical,1,1161,3,0,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,John Nguyen
833,27,0,2,199,1,6,3,Life Sciences,1,1162,4,1,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,Michelle Munoz
834,34,0,2,1400,0,9,1,Life Sciences,1,1163,2,0,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,Jesse Ellison
835,35,0,2,528,2,8,4,Technical Degree,1,1164,3,1,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,Jennifer Galloway
836,29,1,2,408,0,23,1,Life Sciences,1,1165,4,0,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,John Shaffer
837,40,0,1,593,1,9,4,Medical,1,1166,2,0,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,Julia Scott
838,42,1,1,481,0,12,3,Life Sciences,1,1167,3,1,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,Henry Peters
839,42,0,2,647,0,4,4,Marketing,1,1171,2,1,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,Jenna Warren
840,35,0,2,982,1,1,4,Medical,1,1172,4,1,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,Robert Wilson
841,24,0,2,477,1,24,3,Medical,1,1173,4,1,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,Jennifer Sanders
842,28,1,2,1485,1,12,1,Life Sciences,1,1175,3,0,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,Mr. Ricky Robinson
843,26,0,2,1384,1,3,4,Medical,1,1177,1,1,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,Michele Cook
844,30,0,2,852,0,10,3,Marketing,1,1179,3,1,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,Kathy Potter
845,40,0,1,902,1,26,2,Medical,1,1180,3,0,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,Cody Harrison
846,35,0,2,819,1,2,3,Life Sciences,1,1182,3,1,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,Erica Thompson
847,34,0,1,669,1,1,3,Medical,1,1184,4,1,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,Jerome Pearson
848,35,0,1,636,1,4,4,Other,1,1185,4,1,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,Cynthia Henderson
849,43,1,2,1372,0,9,3,Marketing,1,1188,1,0,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,Amanda Stanley
850,32,0,0,862,0,2,1,Life Sciences,1,1190,3,0,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,Amy Ramirez
851,56,0,2,718,1,4,4,Technical Degree,1,1191,4,0,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,Bradley Thomas
852,29,0,2,1401,1,6,1,Medical,1,1192,2,0,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,Jason Bernard
853,19,0,2,645,1,9,2,Life Sciences,1,1193,3,1,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,Ryan Williams
854,45,0,2,1457,1,7,3,Medical,1,1195,1,0,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,John Martinez
855,37,0,2,977,1,1,3,Life Sciences,1,1196,4,0,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,Sandra Hardy
856,20,0,2,805,1,3,3,Life Sciences,1,1198,1,1,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,Beverly Miller
857,44,1,2,1097,1,10,4,Life Sciences,1,1200,3,1,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,Yesenia Wright
858,53,0,2,1223,1,7,2,Medical,1,1201,4,0,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7,Danielle Anderson
859,29,0,2,942,1,15,1,Life Sciences,1,1202,2,0,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,Gabriela Jones
860,22,1,1,1256,1,3,4,Life Sciences,1,1203,3,1,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,Stephen Charles
861,46,0,2,1402,0,2,3,Marketing,1,1204,3,0,69,3,4,Manager,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,Mrs. Angel Johnson MD
862,44,0,0,111,1,17,3,Life Sciences,1,1206,4,1,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,Christina Moore
863,33,0,2,147,2,2,3,Human Resources,1,1207,2,1,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,Stephanie Murillo
864,41,1,0,906,1,5,2,Life Sciences,1,1210,1,1,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Misty Lowe
865,30,0,2,1329,0,29,4,Life Sciences,1,1211,3,1,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,Louis Thornton
866,40,0,1,1184,0,2,4,Medical,1,1212,2,1,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,Brian Brown
867,50,0,1,1421,1,2,3,Medical,1,1215,4,0,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,James Contreras
868,28,0,2,1179,1,19,4,Medical,1,1216,4,1,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,Miss Marissa Carter
869,46,0,2,1450,1,15,2,Life Sciences,1,1217,4,1,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,Rebecca Simmons
870,35,0,2,1361,0,17,4,Life Sciences,1,1218,3,1,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,Chris Mendoza
871,24,1,2,984,1,17,2,Life Sciences,1,1219,4,0,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,David Miller
872,33,0,1,1146,0,25,3,Medical,1,1220,2,0,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,Richard Cain
873,36,0,2,917,1,6,4,Life Sciences,1,1221,3,1,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,Sharon Wheeler
874,30,0,2,853,1,7,4,Life Sciences,1,1224,3,1,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,Russell Gaines
875,44,0,2,200,1,29,4,Other,1,1225,4,1,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,Mrs. Melissa Baird
876,20,0,2,654,0,21,3,Marketing,1,1226,3,1,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,Ana Parsons
877,46,0,2,150,1,2,4,Technical Degree,1,1228,4,1,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,Elijah Salinas
878,42,0,0,179,2,2,5,Medical,1,1231,4,1,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,Jennifer Carroll
879,60,0,2,696,0,7,4,Marketing,1,1233,2,1,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,Nicole Simmons
880,32,0,1,116,1,13,3,Other,1,1234,3,0,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,Ian Brown
881,32,0,1,1316,1,2,2,Life Sciences,1,1235,4,0,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,Johnathan Hart
882,36,0,2,363,1,1,3,Technical Degree,1,1237,3,0,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,Nancy Jackson
883,33,0,2,117,1,9,3,Medical,1,1238,1,1,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,Crystal Bennett
884,40,0,2,107,0,10,3,Technical Degree,1,1239,2,0,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,Sarah Edwards
885,25,0,2,1356,0,10,4,Life Sciences,1,1240,3,1,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,Eric Herrera
886,30,0,2,1465,1,1,3,Medical,1,1241,4,1,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,William Rogers
887,42,0,1,458,1,26,5,Medical,1,1242,1,0,60,3,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,Valerie Mullins
888,35,0,0,1212,0,8,2,Marketing,1,1243,3,0,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,Monica Young
